# x,y,<cookie>
5002,4758,0
5002,4758,0
4999,4756,0
4999,4756,0
5000,4755,0
4999,4756,0
4997,4757,0
4996,4757,0
4995,4758,0
4995,4758,0
4994,4759,0
4994,4758,0
4993,4758,0
4993,4758,0
4993,4758,0
4993,4758,0
4993,4758,0
4993,4758,0
4992,4758,0
4991,4758,0
4990,4758,0
4990,4758,0
4989,4759,0
4989,4759,0
4989,4759,0
4989,4758,0
4989,4759,0
4988,4759,0
4989,4759,0
4989,4759,0
4988,4759,0
4987,4758,0
4985,4758,0
4983,4757,0
4981,4756,0
4980,4756,0
4978,4755,0
4978,4754,0
4978,4754,0
4977,4754,0
4978,4754,0
4977,4754,0
4978,4754,0
4978,4754,0
4978,4754,0
4978,4754,0
4978,4754,0
4977,4754,0
4976,4753,0
4975,4753,0
4973,4752,0
4972,4751,0
4972,4750,0
4971,4750,0
4969,4750,0
4968,4749,0
4967,4749,0
4966,4749,0
4965,4749,0
4965,4749,0
4965,4749,0
4966,4749,0
4965,4749,0
4963,4749,0
4963,4750,0
4962,4750,0
4961,4751,0
4959,4752,0
4958,4752,0
4956,4751,0
4955,4752,0
4953,4752,0
4952,4753,0
4951,4754,0
4951,4755,0
4951,4754,0
4951,4755,0
4951,4755,0
4951,4755,0
4951,4755,0
4950,4755,0
4950,4755,0
4950,4756,0
4949,4756,0
4947,4757,0
4946,4758,0
4945,4759,0
4944,4759,0
4943,4759,0
4942,4760,0
4942,4760,0
4941,4759,0
4942,4760,0
4943,4760,0
4944,4759,0
4944,4760,0
4944,4760,0
4942,4759,0
4942,4760,0
4943,4758,0
4942,4758,0
4941,4758,0
4940,4757,0
4939,4756,0
4938,4756,0
4937,4756,0
4937,4757,0
4937,4757,0
4936,4757,0
4936,4757,0
4937,4756,0
4936,4756,0
4936,4756,0
4936,4757,0
4936,4756,0
4937,4756,0
4937,4757,0
4936,4756,0
4936,4756,0
4937,4757,0
4936,4757,0
4935,4757,0
4934,4756,0
4933,4757,0
4932,4757,0
4931,4756,0
4930,4756,0
4931,4755,0
4931,4756,0
4931,4755,0
4931,4756,0
4930,4755,0
4931,4755,0
4931,4756,0
4931,4756,0
4932,4756,0
4931,4755,0
4932,4754,0
4932,4755,0
4931,4755,0
4930,4755,0
4930,4754,0
4929,4754,0
4929,4754,0
4929,4754,0
4928,4754,0
4928,4754,0
4927,4753,0
4926,4752,0
4926,4752,0
4926,4752,0
4926,4752,0
4927,4752,0
4926,4752,0
4926,4752,0
4927,4752,0
4926,4752,0
4926,4752,0
4926,4752,0
4926,4751,0
4925,4750,0
4925,4749,0
4924,4749,0
4923,4748,0
4924,4747,0
4924,4747,0
4924,4747,0
4925,4748,0
4925,4749,0
4925,4749,0
4925,4748,0
4925,4748,0
4924,4748,0
4925,4748,0
4925,4748,0
4926,4747,0
4926,4746,0
4926,4745,0
4925,4744,0
4925,4744,0
4925,4742,0
4925,4742,0
4926,4743,0
4926,4743,0
4926,4742,0
4926,4743,0
4926,4743,0
4926,4742,0
4926,4743,0
4926,4743,0
4926,4743,0
4927,4742,0
4927,4742,0
4927,4743,0
4927,4743,0
4927,4743,0
4926,4743,0
4926,4743,0
4926,4743,0
4927,4743,0
4925,4744,0
4925,4743,0
4926,4743,0
4927,4744,0
4926,4743,0
4925,4744,0
4925,4744,0
4925,4744,0
4925,4743,0
4924,4745,0
4925,4745,0
4925,4745,0
4926,4745,0
4927,4745,0
4926,4744,0
4926,4745,0
4927,4744,0
4926,4744,0
4926,4744,0
4925,4745,0
4926,4744,0
4926,4744,0
4925,4745,0
4925,4744,0
4926,4744,0
4926,4744,0
4926,4745,0
4926,4745,0
4925,4745,0
4924,4745,0
4925,4744,0
4926,4745,0
4926,4744,0
4925,4744,0
4926,4744,0
4926,4745,0
4925,4744,0
4925,4744,0
4925,4744,0
4925,4743,0
4925,4743,0
4925,4742,0
4924,4742,0
4924,4741,0
4923,4740,0
4923,4739,0
4922,4739,0
4922,4738,0
4921,4737,0
4921,4737,0
4919,4736,0
4921,4737,0
4921,4737,0
4921,4737,0
4921,4737,0
4921,4737,0
4920,4736,0
4920,4736,0
4918,4735,0
4917,4734,0
4916,4735,0
4915,4735,0
4916,4735,0
4915,4735,0
4915,4735,0
4915,4735,0
4915,4736,0
4915,4736,0
4915,4736,0
4915,4736,0
4916,4736,0
4916,4736,0
4916,4736,0
4916,4736,0
4916,4736,0
4916,4736,0
4916,4736,0
4916,4736,0
4916,4736,0
4915,4736,0
4915,4737,0
4915,4736,0
4915,4737,0
4915,4737,0
4915,4736,0
4915,4736,0
4915,4736,0
4915,4736,0
4915,4735,0
4915,4735,0
4914,4735,0
4914,4735,0
4914,4734,0
4914,4735,0
4913,4735,0
4914,4734,0
4914,4734,0
4913,4734,0
4914,4735,0
4914,4735,0
4914,4734,0
4914,4734,0
4914,4734,0
4914,4733,0
4913,4733,0
4913,4733,0
4913,4732,0
4913,4732,0
4913,4732,0
4913,4731,0
4913,4731,0
4912,4731,0
4913,4731,0
4913,4732,0
4913,4732,0
4913,4732,0
4912,4731,0
4913,4732,0
4913,4731,0
4913,4731,0
4912,4731,0
4912,4730,0
4912,4730,0
4911,4729,0
4910,4729,0
4909,4729,0
4908,4728,0
4908,4728,0
4909,4727,0
4908,4728,0
4908,4728,0
4907,4728,0
4908,4728,0
4907,4727,0
4908,4728,0
4907,4727,0
4907,4727,0
4906,4727,0
4905,4726,0
4905,4725,0
4905,4725,0
4905,4724,0
4904,4725,0
4905,4725,0
4905,4725,0
4905,4725,0
4905,4725,0
4905,4725,0
4905,4725,0
4905,4725,0
4905,4725,0
4905,4725,0
4906,4725,0
4905,4724,0
4905,4724,0
4905,4724,0
4905,4725,0
4906,4725,0
4905,4724,0
4905,4724,0
4905,4723,0
4905,4723,0
4905,4723,0
4905,4723,0
4905,4723,0
4905,4723,0
4904,4722,0
4904,4722,0
4904,4722,0
4903,4721,0
4902,4721,0
4901,4720,0
4900,4719,0
4899,4718,0
4898,4718,0
4897,4716,0
4897,4715,0
4897,4715,0
4896,4714,0
4896,4714,0
