# x,y,<cookie>
4996,4623,0
4996,4623,0
4996,4622,0
4996,4621,0
4995,4621,0
4994,4619,0
4993,4616,0
4991,4615,0
4990,4614,0
4989,4612,0
4987,4610,0
4986,4608,0
4985,4606,0
4984,4605,0
4984,4603,0
4983,4601,0
4983,4598,0
4983,4597,0
4983,4597,0
4981,4596,0
4980,4594,0
4977,4593,0
4975,4595,0
4975,4596,0
4974,4595,0
4972,4594,0
4971,4592,0
4970,4591,0
4968,4588,0
4967,4586,0
4967,4584,0
4966,4583,0
4966,4582,0
4966,4581,0
4965,4579,0
4964,4578,0
4963,4576,0
4962,4574,0
4961,4572,0
4961,4573,0
4960,4572,0
4960,4572,0
4959,4571,0
4958,4570,0
4958,4568,0
4955,4567,0
4954,4567,0
4955,4568,0
4954,4567,0
4954,4568,0
4954,4568,0
4954,4568,0
4954,4567,0
4953,4566,0
4952,4564,0
4951,4562,0
4949,4560,0
4949,4560,0
4949,4560,0
4951,4559,0
4952,4559,0
4952,4557,0
4952,4557,0
4951,4554,0
4950,4553,0
4949,4552,0
4949,4551,0
4948,4550,0
4949,4550,0
4948,4550,0
4949,4550,0
4949,4550,0
4949,4550,0
4949,4550,0
4949,4549,0
4948,4549,0
4947,4548,0
4947,4547,0
4947,4545,0
4947,4544,0
4947,4542,0
4947,4540,0
4947,4538,0
4947,4538,0
4947,4537,0
4947,4536,0
4946,4534,0
4946,4531,0
4946,4529,0
4946,4526,0
4946,4523,0
4946,4519,0
4946,4516,0
4944,4514,0
4943,4511,0
4942,4509,0
4940,4507,0
4938,4505,0
4936,4503,0
4934,4501,0
4928,4496,0
4928,4495,0
4926,4494,0
4925,4493,0
4924,4492,0
4922,4490,0
4919,4488,0
4917,4486,0
4916,4484,0
4914,4482,0
4912,4481,0
4912,4481,0
4911,4481,0
4911,4481,0
4911,4481,0
4910,4481,0
4911,4481,0
4910,4481,0
4909,4481,0
4907,4481,0
4903,4480,0
4900,4480,0
4898,4480,0
4896,4480,0
4893,4480,0
4891,4479,0
4889,4478,0
4886,4477,0
4883,4477,0
4880,4476,0
4877,4475,0
4875,4474,0
4872,4473,0
4869,4472,0
4867,4471,0
4864,4471,0
4862,4470,0
4860,4469,0
4857,4469,0
4854,4468,0
4852,4468,0
4849,4468,0
4847,4468,0
4844,4468,0
4842,4469,0
4839,4468,0
4836,4468,0
4833,4467,0
4830,4467,0
4826,4467,0
4824,4467,0
4820,4466,0
4818,4466,0
4815,4467,0
4812,4466,0
4810,4466,0
4810,4465,0
4811,4464,0
4809,4463,0
4809,4463,0
4807,4463,0
4805,4462,0
4802,4462,0
4801,4462,0
4799,4462,0
4798,4461,0
4797,4460,0
4795,4459,0
4793,4458,0
4791,4458,0
4787,4457,0
4786,4456,0
4784,4455,0
4784,4455,0
4781,4453,0
4779,4453,0
4777,4452,0
4775,4450,0
4773,4449,0
4770,4447,0
4769,4445,0
4766,4443,0
4764,4442,0
4760,4441,0
4758,4439,0
4754,4439,0
4751,4438,0
4748,4437,0
4745,4436,0
4742,4434,0
