# x,y,<cookie>
5347,803,0
5346,803,0
5346,803,0
5346,803,0
5346,802,0
5346,802,0
5347,802,0
5347,802,0
5347,803,0
5347,803,0
5347,803,0
5347,802,0
5346,802,0
5346,802,0
5345,801,0
5345,801,0
5345,800,0
5344,800,0
5344,800,0
5344,800,0
5344,800,0
5344,799,0
5343,799,0
5343,799,0
5343,799,0
5342,798,0
5342,798,0
5341,798,0
5341,798,0
5341,798,0
5341,798,0
5341,798,0
5341,798,0
5340,798,0
5340,798,0
5339,798,0
5339,798,0
5338,798,0
5338,798,0
5337,798,0
5336,798,0
5335,797,0
5334,796,0
5334,796,0
5333,795,0
5333,795,0
5333,795,0
5332,795,0
5332,795,0
5332,795,0
5332,794,0
5332,795,0
5332,795,0
5332,795,0
5332,795,0
5332,795,0
5332,795,0
5332,795,0
5333,795,0
5333,795,0
5333,795,0
5333,795,0
5332,795,0
5332,796,0
5332,795,0
5332,795,0
5332,795,0
5331,794,0
5331,794,0
5330,794,0
5329,793,0
5329,793,0
5329,793,0
5328,793,0
5328,793,0
5327,792,0
5327,792,0
5327,792,0
5326,793,0
5326,792,0
5326,793,0
5326,793,0
5326,792,0
5326,793,0
5325,793,0
5326,793,0
5326,793,0
5326,793,0
5326,793,0
5325,793,0
5325,794,0
5326,794,0
5326,795,0
5326,795,0
5325,795,0
5325,795,0
5324,796,0
5324,796,0
5323,796,0
5322,797,0
5321,797,0
5321,797,0
5320,798,0
5320,798,0
5320,798,0
5320,798,0
5319,797,0
5319,798,0
5319,798,0
5319,798,0
5318,798,0
5318,798,0
5317,798,0
5317,798,0
5317,798,0
5316,798,0
5316,798,0
5315,798,0
5315,797,0
5314,797,0
5314,797,0
5313,796,0
5313,796,0
5312,796,0
5312,796,0
5312,795,0
5312,795,0
5312,795,0
5312,794,0
5312,794,0
5312,794,0
5311,793,0
5311,793,0
5311,793,0
5311,793,0
5311,793,0
5311,794,0
5311,794,0
5311,795,0
5311,795,0
5311,795,0
5310,795,0
5310,796,0
5309,795,0
5309,795,0
5308,795,0
5308,796,0
5307,797,0
5308,797,0
5307,797,0
5307,798,0
5307,798,0
5306,799,0
5306,799,0
5306,800,0
5305,801,0
5305,802,0
5304,803,0
5304,804,0
5304,805,0
5304,805,0
5304,806,0
5303,806,0
5303,807,0
5303,807,0
5303,808,0
5303,809,0
5302,809,0
5303,810,0
5302,811,0
5302,812,0
5302,813,0
5302,813,0
5302,814,0
5303,814,0
5303,816,0
5302,817,0
5302,818,0
5301,819,0
5301,820,0
5300,821,0
5300,822,0
5300,823,0
5300,823,0
5300,825,0
5300,826,0
5299,827,0
5299,829,0
5299,830,0
5298,831,0
5299,833,0
5298,834,0
5298,836,0
5298,836,0
5298,837,0
5298,838,0
5298,839,0
5298,839,0
5297,840,0
5297,841,0
5297,841,0
5296,842,0
5296,843,0
5295,845,0
5295,846,0
5295,846,0
5294,847,0
5294,848,0
5293,849,0
5293,849,0
5292,850,0
5292,851,0
5291,851,0
5290,852,0
5290,853,0
5290,854,0
5290,855,0
5289,856,0
5288,857,0
5288,859,0
5288,860,0
5288,861,0
5287,862,0
5287,862,0
5287,863,0
5287,864,0
5286,865,0
5286,866,0
5286,868,0
5287,869,0
5287,870,0
5287,870,0
5288,871,0
5289,872,0
5289,873,0
5290,875,0
5290,876,0
5290,877,0
5291,878,0
5291,879,0
5291,880,0
5291,881,0
5291,883,0
5292,885,0
5292,886,0
5291,888,0
5292,889,0
5292,890,0
5292,892,0
5292,893,0
5292,894,0
5292,896,0
5292,897,0
5292,899,0
5292,900,0
5292,902,0
5292,903,0
5292,905,0
5293,907,0
5292,909,0
5292,911,0
5292,912,0
5292,914,0
5291,916,0
5291,917,0
5291,919,0
5291,920,0
5291,921,0
5290,922,0
5290,924,0
5290,926,0
5290,928,0
5289,929,0
5289,931,0
5289,932,0
5289,934,0
5289,935,0
5289,936,0
5289,938,0
5289,939,0
5289,940,0
5289,941,0
5289,942,0
5290,943,0
5290,944,0
5290,945,0
5291,946,0
5291,947,0
5291,948,0
5291,949,0
5291,950,0
5291,951,0
5291,952,0
5292,953,0
5292,954,0
5292,954,0
5292,955,0
5291,957,0
5291,958,0
5291,960,0
5290,962,0
5291,963,0
5290,965,0
5289,966,0
5289,968,0
5288,969,0
5288,971,0
5287,973,0
5287,975,0
5287,977,0
5286,979,0
5286,981,0
5285,983,0
5285,985,0
5285,987,0
5285,989,0
5285,990,0
5285,991,0
5285,993,0
5285,994,0
5285,995,0
5285,996,0
5285,997,0
5285,999,0
5286,1000,0
5286,1001,0
5286,1002,0
5286,1003,0
5286,1004,0
5286,1005,0
5286,1007,0
5286,1008,0
5286,1009,0
5286,1010,0
