# x,y,<bush>,<cookie>,<shadow>,<visibility>
2727,818,0,0,0,0
2728,820,0,0,0,0
2728,822,0,0,0,0
2727,825,0,0,0,0
2726,827,0,0,0,0
2725,829,0,0,0,0
2724,831,0,0,0,0
2724,832,0,0,0,0
2723,834,0,0,0,0
2722,836,0,0,0,0
2721,837,0,0,0,0
2721,840,0,0,0,0
2720,842,0,0,0,0
2719,844,0,0,0,0
2718,845,0,0,0,0
2717,846,0,0,0,0
2717,846,0,0,0,0
2717,847,0,0,0,0
2717,847,0,0,0,0
2717,846,0,0,0,0
2717,847,0,0,0,0
2716,847,0,0,0,0
2715,847,0,0,0,0
2715,848,0,0,0,0
2714,848,0,0,0,0
2714,848,0,0,0,0
2714,848,0,0,0,0
2714,849,0,0,0,0
2714,850,0,0,0,0
2714,851,0,0,0,0
2714,853,0,0,0,0
2713,855,0,0,0,0
2712,857,0,0,0,0
2711,859,0,0,0,0
2710,861,0,0,0,0
2709,863,0,0,0,0
2707,865,0,0,0,0
2706,867,0,0,0,0
2705,870,0,0,0,0
2705,872,0,0,0,0
2704,875,0,0,0,0
2703,876,0,0,0,0
2702,877,0,0,0,0
2703,878,0,0,0,0
2702,878,0,0,0,1
2702,879,0,0,0,1
2701,878,0,0,0,1
2699,878,1,0,0,1
2696,880,1,0,0,1
2693,881,1,0,0,1
2693,880,1,0,0,1
2690,882,1,0,0,1
2687,883,1,0,0,1
2684,884,1,0,0,1
2682,885,1,0,0,1
2682,884,1,0,0,1
2682,883,1,0,0,1
2683,882,1,0,0,1
2683,881,1,0,0,1
2684,880,1,0,0,1
2684,880,1,0,0,1
2685,879,1,0,0,1
2685,879,1,0,0,1
2686,878,1,0,0,1
2687,878,1,0,0,1
2687,877,1,0,0,1
2687,877,1,0,0,1
2686,880,1,0,0,1
2684,880,1,0,0,1
2684,879,1,0,0,1
2682,877,1,0,0,1
2680,878,1,0,0,1
2680,878,1,0,0,1
2680,877,1,0,0,1
2681,877,1,0,0,1
2682,876,1,0,0,1
2682,875,1,0,0,1
2682,875,1,0,0,1
2682,874,1,0,0,1
2683,873,1,0,0,1
2683,873,1,0,0,1
2683,872,1,0,0,1
2683,872,1,0,0,1
2684,871,1,0,0,1
2684,871,1,0,0,1
2684,871,1,0,0,1
2685,871,1,0,0,1
2685,871,1,0,0,1
2686,871,1,0,0,1
2686,871,1,0,0,1
2686,873,1,0,0,1
2687,875,1,0,0,1
2686,877,1,0,0,1
2685,877,1,0,0,1
2683,878,1,0,0,1
2682,878,1,0,0,1
2682,877,1,0,0,1
2682,877,1,0,0,1
2682,876,1,0,0,1
2682,876,1,0,0,1
2682,875,1,0,0,1
2682,874,1,0,0,1
2682,874,1,0,0,1
2681,874,1,0,0,1
2681,872,1,0,0,1
2681,871,1,0,0,1
2695,903,1,0,0,1
2695,904,1,0,0,1
2696,906,1,0,0,1
2696,907,1,0,0,1
2696,910,1,0,0,1
2696,910,1,0,0,1
2696,909,1,0,0,1
2696,909,1,0,0,1
2697,908,1,0,0,1
2696,908,1,0,0,1
2696,907,1,0,0,1
2695,907,1,0,0,1
2695,907,1,0,0,1
2695,906,1,0,0,1
2695,905,1,0,0,1
2695,905,1,0,0,1
2695,904,1,0,0,1
2696,904,1,0,0,1
2694,904,1,0,0,1
2694,903,1,0,0,1
2693,903,1,0,0,1
2693,906,1,0,0,1
2694,908,1,0,0,1
2696,908,1,0,0,1
2697,909,1,0,0,1
2697,909,1,0,0,1
2697,908,1,0,0,1
2697,907,1,0,0,1
2697,907,1,0,0,1
2697,907,1,0,0,1
2697,907,1,0,0,1
2697,906,1,0,0,1
2697,905,1,0,0,1
2697,906,1,0,0,1
2697,906,1,0,0,1
2698,906,1,0,0,1
2697,906,1,0,0,1
2697,906,1,0,0,1
2698,906,1,0,0,1
2698,907,1,0,0,1
2698,907,1,0,0,1
2698,907,1,0,0,1
2698,908,1,0,0,1
2698,908,1,0,0,1
2697,909,1,0,0,1
2696,907,1,0,0,1
2696,906,1,0,0,1
2696,902,1,0,0,1
2695,899,1,0,0,1
2696,898,1,0,0,1
2695,896,1,0,0,1
2694,895,1,0,0,1
2693,892,1,0,0,1
2693,891,1,0,0,1
2691,889,1,0,0,1
2692,888,1,0,0,1
2691,888,1,0,0,1
2691,889,1,0,0,1
2691,889,1,0,0,0
2690,890,1,0,0,0
2689,891,1,0,0,0
2690,892,1,0,0,0
2690,892,1,0,0,0
2690,891,1,0,0,0
2689,891,1,0,0,0
2689,891,1,0,0,0
2688,892,1,0,0,0
2688,892,1,0,0,0
2689,891,1,0,0,0
2689,891,1,0,0,0
2689,891,1,0,0,0
2688,891,1,0,0,0
2686,891,1,0,0,0
2683,891,1,0,0,0
2681,891,1,0,0,0
2679,891,1,0,0,0
2678,893,1,0,0,0
2677,894,1,0,0,0
2676,895,1,0,0,0
2675,897,1,0,0,0
2675,900,1,0,0,1
2675,901,1,0,0,1
2675,901,1,0,0,1
2675,901,1,0,0,1
2676,901,1,0,0,1
2676,901,1,0,0,1
2677,902,1,0,0,1
2677,903,1,0,0,1
2677,904,1,0,0,1
2677,905,1,0,0,1
2678,905,1,0,0,1
2678,905,1,0,0,1
2679,906,1,0,0,1
2678,907,1,0,0,1
2679,907,1,0,0,1
2679,908,1,0,0,1
2679,909,1,0,0,1
2680,909,1,0,0,1
2680,909,1,0,0,1
2681,910,1,0,0,1
2682,910,1,0,0,1
2681,910,1,0,0,1
2681,910,1,0,0,1
2681,909,1,0,0,1
2682,910,1,0,0,1
2682,910,1,0,0,1
2682,910,1,0,0,1
2682,911,1,0,0,1
2682,911,1,0,0,1
2682,911,1,0,0,1
2682,911,1,0,0,1
2682,910,1,0,0,1
2681,911,1,0,0,1
2681,910,1,0,0,1
2681,910,1,0,0,1
2680,910,1,0,0,1
2680,910,1,0,0,1
2681,909,1,0,0,1
2681,910,1,0,0,1
2681,909,1,0,0,1
2682,908,1,0,0,1
2682,909,1,0,0,1
2682,909,1,0,0,1
2683,908,1,0,0,1
2683,908,1,0,0,1
2683,908,1,0,0,1
2684,907,1,0,0,1
2684,907,1,0,0,1
2685,908,1,0,0,1
2685,908,1,0,0,1
2686,908,1,0,0,1
2686,907,1,0,0,1
2686,907,1,0,0,1
2687,907,1,0,0,1
2687,906,1,0,0,1
2687,906,1,0,0,1
2688,905,1,0,0,1
2687,906,1,0,0,1
2688,906,1,0,0,1
2688,906,1,0,0,1
2688,906,1,0,0,1
2688,907,1,0,0,1
2688,906,1,0,0,1
2688,907,1,0,0,1
2688,907,1,0,0,1
2689,907,1,0,0,1
2689,907,1,0,0,1
2689,908,1,0,0,1
2689,907,1,0,0,1
2689,907,1,0,0,1
2690,907,1,0,0,1
2690,907,1,0,0,1
2690,906,1,0,0,1
2691,906,1,0,0,1
2691,906,1,0,0,1
2691,906,1,0,0,1
2691,906,1,0,0,1
2691,906,1,0,0,1
2692,906,1,0,0,1
2691,907,1,0,0,1
2692,908,1,0,0,1
2691,907,1,0,0,1
2691,907,1,0,0,1
2691,907,1,0,0,1
2691,907,1,0,0,1
2691,907,1,0,0,1
2691,908,1,0,0,1
2692,909,1,0,0,1
2693,909,1,0,0,1
2694,909,1,0,0,1
2694,909,1,0,0,1
2694,909,1,0,0,1
2694,909,1,0,0,1
2693,910,1,0,0,1
2694,909,1,0,0,1
2694,909,1,0,0,1
2694,909,1,0,0,1
2694,909,1,0,0,1
2694,909,1,0,0,1
2694,909,1,0,0,1
2694,909,1,0,0,1
2695,909,1,0,0,1
2696,907,1,0,0,1
2698,907,1,0,0,0
2700,907,1,0,0,0
2700,909,1,0,0,0
2701,909,1,0,0,0
2701,909,1,0,0,0
2703,910,1,0,0,0
2704,910,1,0,0,0
2704,910,1,0,0,0
2703,909,1,0,0,0
2704,908,1,0,0,1
2703,908,1,0,0,1
2703,908,1,0,0,1
2703,908,1,0,0,1
2704,908,1,0,0,1
2703,908,1,0,0,1
2703,909,1,0,0,1
2703,908,0,0,0,1
2730,926,0,0,0,0
2730,926,0,0,0,0
2730,926,0,0,0,0
2732,926,0,0,0,0
2734,927,0,0,0,0
2735,928,0,0,0,0
2736,929,0,0,0,0
2737,930,0,0,0,0
2738,931,0,0,0,0
2739,932,0,0,0,0
2740,931,0,0,0,0
2740,931,0,0,0,0
2739,930,0,0,0,0
2740,930,0,0,0,0
2740,930,0,0,0,1
2739,931,0,0,0,1
2739,932,0,0,0,1
2740,933,0,0,0,1
2742,934,0,0,0,1
2745,936,0,0,0,0
2746,939,0,0,0,0
2746,938,0,0,0,0
2744,938,0,0,0,0
2743,938,0,0,0,0
2742,939,0,0,0,0
2741,939,0,0,0,0
2740,939,0,0,0,0
2739,940,0,0,0,0
2738,940,0,0,0,0
2737,940,0,0,0,0
2736,940,0,0,0,0
2735,941,0,0,0,0
2734,941,0,0,0,0
2733,941,0,0,0,0
2732,941,0,0,0,0
2731,941,0,0,0,0
2730,942,0,0,0,0
2730,943,0,0,0,0
2729,944,0,0,0,0
2731,944,0,0,0,0
2733,944,0,0,0,0
2735,944,0,0,0,0
2737,944,0,0,0,0
2739,945,0,0,0,0
2742,945,0,0,0,0
2744,946,0,0,0,0
2745,946,0,0,0,0
2747,947,0,0,0,0
2750,948,0,0,0,0
2752,950,0,0,0,0
2754,951,0,0,0,0
2756,953,0,0,0,0
2758,954,0,0,0,0
2760,955,0,0,0,0
2761,957,0,0,0,0
2763,958,0,0,0,0
2765,959,0,0,0,0
2766,959,0,0,0,0
2766,960,0,0,0,0
2767,960,0,0,0,0
2767,961,0,0,0,0
2767,961,0,0,0,0
2767,961,0,0,0,0
2768,961,0,0,0,0
2768,961,0,0,0,0
2767,962,0,0,0,0
2766,962,0,0,0,0
2766,962,0,0,0,0
2766,961,0,0,0,0
2766,960,0,0,0,0
2766,960,0,0,0,0
2767,960,0,0,0,0
2767,959,0,0,0,0
2767,959,0,0,0,0
2766,960,0,0,0,0
2766,961,0,0,0,0
2766,963,0,0,0,0
2766,964,0,0,0,0
2767,964,0,0,0,0
2767,966,0,0,0,0
2768,967,0,0,0,0
2768,968,0,0,0,0
2768,970,0,0,0,0
2768,973,0,0,0,0
2767,972,0,0,0,0
2768,971,0,0,0,0
2768,971,0,0,0,0
2768,971,0,0,0,0
2768,972,0,0,0,0
2767,972,0,0,0,0
2767,973,0,0,0,0
2767,973,0,0,0,0
2767,973,0,0,0,0
2766,973,0,0,0,0
2766,972,0,0,0,0
2766,973,0,0,0,0
2767,973,0,0,0,0
2767,973,0,0,0,0
2766,973,0,0,0,0
2765,972,0,0,0,0
2766,970,0,0,0,0
2766,971,0,0,0,0
2766,970,0,0,0,0
2766,970,0,0,0,0
2766,970,0,0,0,0
2766,970,0,0,0,0
2765,970,0,0,0,0
2765,969,0,0,0,0
2765,969,0,0,0,0
2766,969,0,0,0,0
2766,969,0,0,0,0
2766,968,0,0,0,0
2766,968,0,0,0,0
2766,968,0,0,0,0
2767,966,0,0,0,0
2767,966,0,0,0,0
2768,965,0,0,0,0
2769,965,0,0,0,0
2771,964,0,0,0,0
2772,964,0,0,0,0
2773,963,0,0,0,0
2775,962,0,0,0,0
2777,962,0,0,0,0
2779,961,0,0,0,0
2780,960,0,0,0,0
2781,958,0,0,0,0
2784,957,0,0,0,0
2786,957,0,0,0,0
2789,956,0,0,0,0
2792,955,0,0,0,0
2794,955,0,0,0,0
2797,954,0,0,0,0
2799,954,0,0,0,0
2801,954,0,0,0,0
2804,953,0,0,0,0
2806,954,0,0,0,0
2809,954,0,0,0,0
2811,954,0,0,0,0
2813,955,0,0,0,0
2815,956,0,0,0,0
2817,957,0,0,0,0
2819,958,0,0,0,0
2821,959,0,0,0,0
2823,961,0,0,0,0
2825,962,0,0,0,0
2827,963,0,0,0,0
2829,964,0,0,0,0
2830,966,0,0,0,0
2831,969,0,0,0,0
2832,971,0,0,0,0
2833,974,0,0,0,0
2834,976,0,0,0,0
2835,977,0,0,0,0
2835,979,0,0,0,0
2835,980,0,0,0,0
2836,982,0,0,0,0
2836,983,0,0,0,0
2837,984,0,0,0,0
2837,985,0,0,0,0
2838,986,0,0,0,0
2838,987,0,0,0,0
2838,989,0,0,0,0
2838,989,0,0,0,0
2839,991,0,0,0,0
2839,992,0,0,0,0
2840,994,0,0,0,0
2841,995,0,0,0,0
2841,997,0,0,0,0
2841,998,0,0,0,0
2841,1000,0,0,0,0
2842,1002,0,0,0,0
2842,1004,0,0,0,0
2843,1007,0,0,0,0
2844,1009,0,0,0,0
2845,1010,0,0,0,0
2846,1012,0,0,0,0
2847,1013,0,0,0,0
2849,1014,0,0,0,0
2850,1016,0,0,0,0
2852,1017,0,0,0,0
2853,1018,0,0,0,0
2854,1020,0,0,0,0
2856,1021,0,0,0,0
2858,1023,0,0,0,0
2859,1024,0,0,0,0
2861,1024,0,0,0,0
2862,1025,0,0,0,0
2864,1026,0,0,0,0
2865,1027,0,0,0,0
2867,1028,0,0,0,0
2868,1029,0,0,0,0
2870,1030,0,0,0,0
2872,1032,0,0,0,0
2874,1034,0,0,0,0
2875,1036,0,0,0,0
2877,1037,0,0,0,0
2879,1039,0,0,0,0
2881,1041,0,0,0,0
2883,1043,0,0,0,0
2886,1045,0,0,0,0
2828,1042,0,0,0,0
2829,1043,0,0,0,0
2830,1044,0,0,0,0
2831,1046,0,0,0,0
2832,1047,0,0,0,0
2834,1048,0,0,0,0
2836,1050,0,0,0,0
2837,1051,0,0,0,0
2839,1052,0,0,0,0
2841,1053,0,0,0,0
2844,1054,0,0,0,0
2847,1055,0,0,0,0
2849,1056,0,0,0,0
2852,1057,0,0,0,0
2854,1058,0,0,0,0
2857,1059,0,0,0,0
2860,1061,0,0,0,0
2862,1062,0,0,0,0
2865,1064,0,0,0,0
2867,1066,0,0,0,0
2869,1069,0,0,0,0
2870,1072,0,0,0,0
2870,1073,0,0,0,0
2870,1075,0,0,0,0
2870,1075,0,0,0,0
2871,1076,0,0,0,0
2871,1076,0,0,0,0
2871,1077,0,0,0,0
2872,1077,0,0,0,0
2872,1077,0,0,0,0
2872,1077,0,0,0,0
2872,1077,0,0,0,0
2872,1077,0,0,0,0
2872,1076,0,0,0,0
2871,1076,0,0,0,0
2871,1075,0,0,0,0
2871,1074,0,0,0,0
2871,1073,0,0,0,0
2870,1073,0,0,0,0
2870,1075,0,0,0,0
2870,1077,0,0,0,0
2870,1078,0,0,0,0
2869,1078,0,0,0,0
2868,1078,0,0,0,0
2867,1079,0,0,0,0
2867,1080,0,0,0,0
2866,1082,0,0,0,0
2865,1083,0,0,0,0
2865,1086,0,0,0,0
2865,1087,0,0,0,0
2864,1089,0,0,0,0
2864,1091,0,0,0,0
2863,1093,0,0,0,0
2863,1095,0,0,0,0
2862,1097,0,0,0,0
2863,1099,0,0,0,0
2863,1101,0,0,0,0
2863,1103,0,0,0,0
2862,1105,0,0,0,0
2862,1107,0,0,0,0
2862,1110,0,0,0,0
2861,1112,0,0,0,0
2861,1114,0,0,0,0
2861,1117,0,0,0,0
2861,1120,0,0,0,0
2862,1122,0,0,0,0
2861,1125,0,0,0,0
2862,1127,0,0,0,0
2862,1130,0,0,0,0
2862,1133,0,0,0,0
2863,1136,0,0,0,0
2863,1139,0,0,0,0
2863,1141,0,0,0,0
2864,1144,0,0,0,0
2864,1146,0,0,0,0
2864,1149,0,0,0,0
2864,1151,0,0,0,0
2863,1154,0,0,0,0
2863,1156,0,0,0,0
2864,1158,0,0,0,0
2865,1160,0,0,0,0
2865,1162,0,0,0,0
2866,1164,0,0,0,0
2866,1166,0,0,0,0
2867,1168,0,0,0,0
2868,1170,0,0,0,0
2868,1172,0,0,0,0
2869,1174,0,0,0,0
2870,1175,0,0,0,0
2871,1177,0,0,0,0
2871,1179,0,0,0,0
2872,1180,0,0,0,0
2873,1181,0,0,0,0
2873,1182,0,0,0,0
2873,1182,0,0,0,0
2874,1182,0,0,0,0
2874,1183,0,0,0,0
2874,1183,0,0,0,0
2874,1182,0,0,0,0
2874,1184,0,0,0,0
2874,1181,0,0,0,0
2874,1182,0,0,0,0
2875,1184,0,0,0,0
2875,1184,0,0,0,0
2875,1186,0,0,0,0
2876,1188,0,0,0,0
2876,1189,0,0,0,0
2876,1192,0,0,0,0
2877,1194,0,0,0,0
2876,1196,0,0,0,0
2876,1198,0,0,0,0
2876,1200,0,0,0,0
2876,1202,0,0,0,0
2875,1204,0,0,0,0
2874,1206,0,0,0,0
2874,1208,0,0,0,0
2873,1209,0,0,0,0
2873,1210,0,0,0,0
2872,1212,0,0,0,0
2871,1214,0,0,0,0
2870,1215,0,0,0,0
2869,1216,0,0,0,0
2868,1217,0,0,0,0
2867,1218,0,0,0,0
2865,1219,0,0,0,0
2864,1220,0,0,0,0
2863,1221,0,0,0,0
2861,1221,0,0,0,0
2860,1221,0,0,0,0
2859,1222,0,0,0,0
2858,1222,0,0,0,0
2858,1222,0,0,0,0
2857,1222,0,0,0,0
2857,1222,0,0,0,0
2858,1221,0,0,0,0
2858,1221,0,0,0,0
2857,1221,0,0,0,0
2858,1221,0,0,0,0
2858,1220,0,0,0,0
2858,1220,0,0,0,0
2858,1220,0,0,0,0
2858,1221,0,0,0,0
2857,1221,0,0,0,0
2857,1221,0,0,0,0
2858,1222,0,0,0,0
2858,1222,0,0,0,0
2858,1222,0,0,0,0
2857,1223,0,0,0,0
2857,1223,0,0,0,0
2856,1224,0,0,0,0
2856,1225,0,0,0,0
2855,1225,0,0,0,0
2855,1226,0,0,0,0
2854,1227,0,0,0,0
2853,1229,0,0,0,0
2852,1230,0,0,0,0
2851,1232,0,0,0,0
2851,1233,0,0,0,0
2850,1235,0,0,0,0
2849,1237,0,0,0,0
2848,1239,0,0,0,0
2848,1241,0,0,0,0
2847,1242,0,0,0,0
2847,1244,0,0,1,0
2847,1246,0,0,1,0
2847,1247,0,0,0,0
2847,1249,0,0,0,0
2847,1250,0,0,0,0
2847,1251,0,0,0,0
2848,1253,0,0,0,0
2849,1254,0,0,0,0
2849,1255,0,0,0,0
2850,1256,0,0,0,0
2851,1257,0,0,0,0
2852,1258,0,0,0,0
2854,1260,0,0,0,0
2855,1261,0,0,0,0
2857,1263,0,0,0,0
2859,1264,0,0,0,0
2860,1266,0,0,0,0
2862,1267,0,0,0,0
2864,1269,0,0,0,0
2865,1270,0,0,0,0
2866,1272,0,0,0,0
2867,1274,0,0,0,0
2868,1275,0,0,0,0
2869,1277,0,0,0,0
2869,1279,0,0,0,0
2871,1281,0,0,0,0
2872,1284,0,0,0,0
2873,1286,0,0,0,0
2874,1288,0,0,0,0
2876,1290,0,0,0,0
2877,1292,0,0,0,0
2878,1293,0,0,0,0
2878,1294,0,0,0,0
2879,1294,0,0,0,0
2879,1294,0,0,0,0
2879,1294,0,0,0,0
2879,1295,0,0,0,0
2877,1293,0,0,0,0
2878,1294,0,0,0,0
2878,1295,0,0,0,0
2878,1296,0,0,0,0
2878,1298,0,0,0,0
2879,1300,0,0,0,0
2880,1302,0,0,0,0
2881,1304,0,0,0,0
2882,1305,0,0,0,0
2883,1306,0,0,0,0
2885,1307,0,0,0,0
2887,1309,0,0,0,0
2889,1311,0,0,0,0
2891,1313,0,0,0,0
2893,1315,0,0,0,0
2895,1317,0,0,0,0
2897,1319,0,0,0,0
2899,1320,0,0,0,0
2901,1321,0,0,0,0
2903,1323,0,0,0,0
2906,1325,0,0,0,0
2908,1326,0,0,0,0
2910,1328,0,0,0,0
2912,1330,0,0,0,0
2913,1332,0,0,0,0
2915,1335,0,0,0,0
2915,1337,0,0,0,0
2916,1338,0,0,0,0
2917,1340,0,0,0,0
2917,1342,0,0,0,0
2918,1345,0,0,0,0
2918,1347,0,0,0,0
2918,1349,0,0,0,0
2919,1351,0,0,0,0
2919,1353,0,0,0,0
2920,1357,0,0,0,0
2922,1361,0,0,0,0
2922,1364,0,0,0,0
2922,1366,0,0,0,0
2922,1367,0,0,0,0
2922,1368,0,0,0,0
2922,1370,0,0,0,0
2921,1373,0,0,0,0
2921,1375,0,0,0,0
2920,1377,0,0,0,0
2919,1380,0,0,0,0
2919,1382,0,0,0,0
2918,1384,0,0,0,0
2917,1387,0,0,0,0
2916,1388,0,0,0,0
2915,1389,0,0,0,0
2914,1390,0,0,0,0
2913,1392,0,0,0,0
2912,1394,0,0,0,0
2911,1394,0,0,0,0
2909,1395,0,0,0,0
2908,1395,0,0,0,0
2908,1396,0,0,0,0
2909,1395,0,0,0,0
2907,1395,0,0,0,0
2908,1395,0,0,0,0
2907,1395,0,0,0,0
2907,1395,0,0,0,0
2906,1395,0,0,0,0
2906,1395,0,0,0,0
2906,1395,0,0,0,0
2905,1395,0,0,0,0
2905,1395,0,0,0,0
2905,1395,0,0,0,0
2906,1396,0,0,0,0
2905,1395,0,0,0,0
2905,1395,0,0,0,0
2904,1396,0,0,0,0
2904,1396,0,0,0,0
2903,1396,0,0,0,0
2903,1397,0,0,0,0
2903,1396,0,0,0,0
2903,1397,0,0,0,0
2903,1398,0,0,0,0
2903,1398,0,0,0,0
2903,1399,0,0,0,0
2903,1400,0,0,0,0
2903,1402,0,0,0,0
2902,1403,0,0,0,0
2901,1405,0,0,0,0
2900,1407,0,0,0,0
2900,1409,0,0,0,0
2900,1411,0,0,0,0
2899,1413,0,0,0,0
2898,1415,0,0,0,0
2898,1418,0,0,0,0
2896,1420,0,0,0,0
2894,1421,0,0,0,0
2893,1424,0,0,0,0
2892,1427,0,0,0,0
2892,1429,0,0,0,0
2891,1432,0,0,0,0
2890,1434,0,0,0,0
2889,1437,0,0,0,0
2888,1438,0,0,0,0
2888,1441,0,0,0,0
2887,1442,0,0,0,0
2886,1444,0,0,0,0
2886,1446,0,0,0,0
2886,1448,0,0,0,0
2885,1449,0,0,0,0
2885,1451,0,0,0,0
2885,1452,0,0,0,0
2885,1453,0,0,0,0
2885,1455,0,0,0,0
2885,1456,0,0,0,0
2886,1457,0,0,0,0
2886,1458,0,0,0,0
2886,1460,0,0,0,0
2886,1461,0,0,0,0
2886,1463,0,0,0,0
2887,1465,0,0,0,0
2887,1467,0,0,0,0
2887,1469,0,0,0,0
2886,1470,0,0,0,0
2886,1473,0,0,0,0
2885,1475,0,0,0,0
2885,1477,0,0,0,0
2885,1480,0,0,0,0
2885,1482,0,0,0,0
2885,1485,0,0,0,0
2885,1487,0,0,0,0
2885,1489,0,0,0,0
2885,1492,0,0,0,0
2885,1495,0,0,0,0
2885,1497,0,0,0,0
2884,1499,0,0,0,0
2884,1501,0,0,0,0
2883,1504,0,0,0,0
2883,1506,0,0,0,0
2882,1507,0,0,0,0
2882,1509,0,0,0,0
2881,1510,0,0,0,0
2880,1512,0,0,0,0
2879,1514,0,0,0,0
2879,1516,0,0,0,0
2878,1517,0,0,0,0
2877,1519,0,0,0,0
2876,1521,0,0,0,0
2875,1523,0,0,0,0
2875,1525,0,0,0,0
2872,1527,0,0,0,0
2872,1529,0,0,0,0
2870,1530,0,0,0,0
2869,1531,0,0,0,0
2867,1533,0,0,0,0
2866,1534,0,0,0,0
2864,1535,0,0,0,0
2862,1536,0,0,0,0
2861,1537,0,0,0,0
2859,1538,0,0,0,0
2857,1539,0,0,0,0
2856,1539,0,0,0,0
2855,1539,0,0,0,0
2855,1539,0,0,0,0
2855,1539,0,0,0,0
2854,1539,0,0,0,0
2854,1539,0,0,0,0
2854,1538,0,0,0,0
2854,1538,0,0,0,0
2853,1538,0,0,0,0
2853,1538,0,0,0,0
2853,1538,0,0,0,0
2853,1538,0,0,0,0
2853,1538,0,0,0,0
2853,1538,0,0,0,0
2853,1538,0,0,0,0
2853,1537,0,0,0,0
2853,1537,0,0,0,0
2853,1537,0,0,0,0
2853,1536,0,0,0,0
2851,1537,0,0,0,0
2851,1536,0,0,0,0
2851,1537,0,0,0,0
2851,1536,0,0,0,0
2851,1536,0,0,0,0
2850,1536,0,0,0,0
2851,1534,0,0,0,0
2851,1534,0,0,0,0
2852,1534,0,0,0,0
2853,1534,0,0,0,0
2853,1534,0,0,0,0
2853,1534,0,0,0,0
2853,1535,0,0,0,0
2854,1535,0,0,0,0
2854,1535,0,0,0,0
2855,1535,0,0,0,0
2854,1534,0,0,0,0
2854,1535,0,0,0,0
2855,1536,0,0,0,0
2854,1537,0,0,0,0
2854,1538,0,0,0,0
2854,1538,0,0,0,0
2855,1539,0,0,0,0
2855,1539,0,0,0,0
2858,1543,0,0,0,0
2857,1542,0,0,0,0
2856,1541,0,0,0,0
2855,1542,0,0,0,0
2855,1543,0,0,0,0
2856,1544,0,0,0,0
2857,1545,0,0,0,0
2858,1546,0,0,0,0
2859,1547,0,0,0,0
2861,1547,0,0,0,0
2861,1548,0,0,0,0
2861,1548,0,0,0,0
2862,1549,0,0,0,0
2863,1551,0,0,0,0
2864,1553,0,0,0,0
2865,1555,0,0,0,0
2866,1557,0,0,0,0
2867,1559,0,0,0,0
2868,1561,0,0,0,0
2869,1563,0,0,0,0
2870,1566,0,0,0,0
2871,1568,0,0,0,0
2872,1570,0,0,0,0
2873,1572,0,0,0,0
2874,1574,0,0,0,0
2875,1575,0,0,0,0
2877,1578,0,0,0,0
2878,1580,0,0,0,0
2879,1582,0,0,0,0
2881,1584,0,0,0,0
2882,1586,0,0,0,0
2884,1589,0,0,0,0
2887,1591,0,0,0,0
2888,1593,0,0,0,0
2889,1595,0,0,0,0
2891,1596,0,0,0,0
2893,1597,0,0,0,0
2894,1598,0,0,0,0
2896,1600,0,0,0,0
2897,1601,0,0,0,0
2898,1603,0,0,0,0
2899,1604,0,0,0,0
2899,1605,0,0,0,0
2899,1606,0,0,0,0
2899,1607,0,0,0,0
2900,1609,0,0,0,0
2901,1612,0,0,0,0
2902,1614,0,0,0,0
2903,1616,0,0,0,0
2904,1618,0,0,0,0
2904,1619,0,0,0,0
2905,1620,0,0,0,0
2905,1621,0,0,0,0
2905,1621,0,0,0,0
2906,1621,0,0,0,0
2907,1622,0,0,0,0
2908,1622,0,0,0,0
2909,1622,0,0,0,0
2909,1623,0,0,0,0
2910,1623,0,0,0,0
2910,1624,0,0,0,0
2911,1625,0,0,0,0
2911,1626,0,0,0,0
2913,1628,0,0,0,0
2914,1630,0,0,0,0
2915,1632,0,0,0,0
2917,1634,0,0,0,0
2918,1636,0,0,0,0
2919,1638,0,0,0,0
2920,1640,0,0,0,0
2921,1642,0,0,0,0
2922,1643,0,0,0,0
2923,1645,0,0,0,0
2924,1647,0,0,0,0
2925,1649,0,0,0,0
2927,1652,0,0,0,0
2927,1653,0,0,0,0
2928,1655,0,0,0,0
2928,1657,0,0,0,0
2929,1659,0,0,0,0
2930,1661,0,0,0,0
2931,1663,0,0,0,0
2932,1665,0,0,0,0
2933,1667,0,0,0,0
2935,1669,0,0,0,0
2936,1671,0,0,0,0
2937,1672,0,0,0,0
2938,1673,0,0,0,0
2939,1675,0,0,0,0
2941,1677,0,0,0,0
2943,1681,0,0,0,0
2944,1683,0,0,0,0
2946,1685,0,0,0,0
2947,1688,0,0,0,0
2950,1690,0,0,0,0
2950,1692,0,0,0,0
2952,1695,0,0,0,0
2953,1696,0,0,0,0
2954,1697,0,0,0,0
2956,1697,0,0,0,0
2959,1698,0,0,0,0
2960,1701,0,0,0,0
2963,1702,0,0,0,0
2965,1702,0,0,0,0
2968,1704,0,0,0,0
2971,1705,0,0,0,0
2974,1706,0,0,0,0
2977,1707,0,0,0,0
2979,1709,0,0,0,0
2982,1710,0,0,0,0
2985,1711,0,0,0,0
2988,1713,0,0,0,0
2991,1714,0,0,0,0
2993,1715,0,0,0,0
2995,1716,0,0,0,0
2997,1717,0,0,0,0
2999,1719,0,0,0,0
3001,1718,0,0,0,0
3002,1718,0,0,0,0
3003,1718,0,0,0,0
3004,1717,0,0,0,0
3005,1717,0,0,0,0
3006,1716,0,0,0,0
3007,1715,0,0,0,0
3007,1715,0,0,0,0
