# x,y,<bush>,<cookie>,<shadow>,<visibility>
4472,2962,0,0,0,0
4473,2965,0,0,0,0
4475,2967,0,0,0,0
4477,2969,0,0,0,0
4478,2971,0,0,0,0
4480,2973,0,0,0,0
4482,2976,0,0,0,0
4483,2979,0,0,0,0
4485,2981,0,0,0,0
4486,2983,0,0,0,0
4488,2986,0,0,0,0
4489,2988,0,0,0,0
4491,2992,0,0,0,0
4492,2994,0,0,0,0
4493,2997,0,0,0,0
4493,3000,0,0,0,0
4493,3003,0,0,0,0
4493,3007,0,0,0,0
4493,3015,0,0,0,0
4493,3017,0,0,0,0
4494,3020,0,0,0,0
4494,3023,0,0,0,0
4494,3025,0,0,0,0
4495,3028,0,0,0,0
4496,3031,0,0,0,0
4496,3031,0,0,0,0
4496,3033,0,0,0,0
4496,3035,0,0,0,0
4497,3038,0,0,0,0
4497,3041,0,0,0,0
4497,3044,0,0,0,0
4498,3047,0,0,0,0
4498,3050,0,0,0,0
4499,3053,0,0,0,0
4499,3056,0,0,0,0
4499,3058,0,0,0,0
4499,3060,0,0,0,0
4499,3063,0,0,0,0
4500,3065,0,0,0,0
4500,3067,0,0,0,0
4501,3070,0,0,0,0
4502,3073,0,0,0,0
4502,3075,0,0,0,0
4502,3079,0,0,0,0
4503,3082,0,0,0,0
4503,3083,0,0,0,0
4504,3084,0,0,0,0
4504,3085,0,0,0,0
4505,3087,0,0,0,0
4506,3089,0,0,0,0
4506,3090,0,0,0,0
4506,3090,0,0,0,0
4507,3091,0,0,0,0
4507,3090,0,0,0,0
4508,3090,0,0,0,0
4508,3091,0,0,0,0
4509,3091,0,0,0,0
4510,3092,0,0,0,0
4510,3092,0,0,0,0
4512,3094,0,0,0,0
4512,3094,0,0,0,0
4512,3096,0,0,0,0
4512,3096,0,0,0,0
4513,3096,0,0,0,0
4513,3096,0,0,0,0
4512,3096,0,0,0,0
4513,3095,0,0,0,0
4512,3096,0,0,0,0
4513,3097,0,0,0,0
4513,3097,0,0,0,0
4513,3097,0,0,0,0
4512,3096,0,0,0,0
4512,3096,0,0,0,0
4511,3097,0,0,0,0
4512,3099,0,0,0,0
4513,3102,0,0,0,0
4516,3105,0,0,0,0
4518,3108,0,0,0,0
4520,3110,0,0,0,0
4522,3113,0,0,0,0
4524,3115,0,0,0,0
4526,3118,0,0,0,0
4527,3120,0,0,0,0
4528,3122,0,0,0,0
4530,3124,0,0,0,0
4532,3125,0,0,0,0
4533,3127,0,0,0,0
4533,3129,0,0,0,0
4534,3131,0,0,0,0
4536,3134,0,0,0,0
4537,3137,0,0,0,0
4537,3140,0,0,0,0
4538,3143,0,0,0,0
4539,3145,0,0,0,0
4540,3149,0,0,0,0
4540,3153,0,0,0,0
4541,3157,0,0,0,0
4542,3161,0,0,0,0
4542,3166,0,0,0,0
4543,3171,0,0,0,0
4544,3174,0,0,0,0
4545,3178,0,0,0,0
4546,3183,0,0,0,0
4546,3188,0,0,0,0
4546,3192,0,0,0,0
4546,3196,0,0,0,0
4546,3200,0,0,0,0
4545,3203,0,0,0,0
4544,3208,0,0,0,0
4543,3212,0,0,0,0
4542,3214,0,0,0,0
4540,3216,0,0,0,0
4538,3219,0,0,0,0
4537,3222,0,0,0,0
4536,3224,0,0,0,0
4535,3228,0,0,0,0
4536,3232,0,0,0,0
4537,3236,0,0,0,0
4538,3237,0,0,0,0
4538,3242,0,0,0,0
4538,3244,0,0,0,0
4538,3247,0,0,0,0
4538,3250,0,0,0,0
4538,3253,0,0,0,0
4538,3257,0,0,0,0
4537,3260,0,0,0,0
4537,3263,0,0,0,0
4536,3266,0,0,0,0
4536,3269,0,0,0,0
4535,3273,0,0,0,0
4533,3276,0,0,0,0
4531,3278,0,0,0,0
4530,3279,0,0,0,0
4529,3279,0,0,0,0
4527,3281,0,0,0,0
4526,3282,0,0,0,0
4524,3283,0,0,0,0
4522,3285,0,0,0,0
4520,3287,0,0,0,0
4518,3288,0,0,0,0
4517,3290,0,0,0,0
4515,3291,0,0,0,0
4513,3292,0,0,0,0
4511,3293,0,0,0,0
4510,3295,0,0,0,0
4508,3296,0,0,0,0
4507,3297,0,0,0,0
4505,3298,0,0,0,0
4504,3298,0,0,0,0
4502,3299,0,0,0,0
4501,3298,0,0,0,0
4499,3299,0,0,0,0
4498,3298,0,0,0,0
4497,3297,0,0,0,0
4496,3296,0,0,0,0
4494,3295,0,0,0,0
4493,3294,0,0,0,0
4490,3293,0,0,0,0
4488,3293,0,0,0,0
4486,3292,0,0,0,0
4484,3289,0,0,0,0
4482,3287,0,0,0,0
4480,3285,0,0,0,0
4478,3283,0,0,0,0
4478,3281,0,0,0,0
4478,3281,0,0,0,0
4477,3279,0,0,0,0
4477,3279,0,0,0,0
4475,3279,0,0,0,0
4474,3279,0,0,0,0
4472,3278,0,0,0,0
4471,3277,0,0,0,0
4470,3275,0,0,0,0
4470,3274,0,0,0,0
4470,3274,0,0,0,0
4470,3275,0,0,0,0
4470,3275,0,0,0,0
4470,3275,0,0,0,0
4470,3275,0,0,0,0
4470,3275,0,0,0,0
4470,3275,0,0,0,0
4470,3275,0,0,0,0
4470,3275,0,0,0,0
4470,3274,0,0,0,0
4470,3274,0,0,0,0
4470,3274,0,0,0,0
4469,3274,0,0,0,0
4468,3274,0,0,0,0
4468,3274,0,0,0,0
4467,3273,0,0,0,0
4467,3274,0,0,0,0
4466,3274,0,0,0,0
4465,3274,0,0,0,0
4464,3276,0,0,0,0
4465,3275,0,0,0,0
4465,3275,0,0,0,0
4465,3275,0,0,0,0
4465,3275,0,0,0,0
4467,3274,0,0,0,0
4466,3274,0,0,0,0
4467,3274,0,0,0,0
4468,3274,0,0,0,0
4468,3273,0,0,0,0
4469,3273,0,0,0,0
4470,3273,0,0,0,0
4471,3274,0,0,0,0
4471,3274,0,0,0,0
4471,3274,0,0,0,0
4472,3275,0,0,0,0
4471,3277,0,0,0,0
4473,3275,0,0,0,0
4474,3275,0,0,0,0
4473,3275,0,0,0,0
4473,3276,0,0,0,0
4473,3276,0,0,0,0
4474,3278,0,0,0,0
4473,3277,0,0,0,0
4473,3276,0,0,0,0
4474,3276,0,0,0,0
4474,3277,0,0,0,0
4475,3278,0,0,0,0
4474,3277,0,0,0,0
4474,3277,0,0,0,0
4473,3277,0,0,0,0
4473,3277,0,0,0,0
4473,3276,0,0,0,0
4473,3276,0,0,0,0
4474,3276,0,0,0,0
4473,3276,0,0,0,0
4473,3277,0,0,0,0
4473,3277,0,0,0,0
4472,3278,0,0,0,0
4472,3279,0,0,0,0
4471,3279,0,0,0,0
4472,3278,0,0,0,0
4471,3279,0,0,0,0
4471,3279,0,0,0,0
4472,3279,0,0,0,0
4472,3279,0,0,0,0
4471,3279,0,0,0,0
4472,3280,0,0,0,0
4471,3280,0,0,0,0
4471,3280,0,0,0,0
4471,3280,0,0,0,0
4471,3280,0,0,0,0
4471,3280,0,0,0,0
4470,3281,0,0,0,0
4470,3281,0,0,0,0
4470,3281,0,0,0,0
4469,3282,0,0,0,0
4469,3282,0,0,0,0
4469,3281,0,0,0,0
4470,3282,0,0,0,0
4469,3282,0,0,0,0
4470,3282,0,0,0,0
4469,3282,0,0,0,0
4469,3282,0,0,0,0
4469,3283,0,0,0,0
4469,3283,0,0,0,0
4469,3283,0,0,0,0
4469,3284,0,0,0,0
4468,3284,0,0,0,0
4468,3284,0,0,0,0
4468,3284,0,0,0,0
4469,3285,0,0,0,0
4469,3286,0,0,0,0
4469,3286,0,0,0,0
4469,3286,0,0,0,0
4469,3286,0,0,0,0
4469,3285,0,0,0,0
4468,3286,0,0,0,0
4469,3285,0,0,0,0
4469,3285,0,0,0,0
4469,3285,0,0,0,0
4469,3286,0,0,0,0
4470,3287,0,0,0,0
4469,3286,0,0,0,0
4469,3286,0,0,0,0
4470,3286,0,0,0,0
4469,3286,0,0,0,0
4470,3286,0,0,0,0
4470,3287,0,0,0,0
4470,3286,0,0,0,0
4470,3286,0,0,0,0
4470,3286,0,0,0,0
4469,3286,0,0,0,0
4470,3286,0,0,0,0
4469,3286,0,0,0,0
4469,3286,0,0,0,0
4470,3286,0,0,0,0
4469,3286,0,0,0,0
4470,3287,0,0,0,0
4469,3286,0,0,0,0
4470,3286,0,0,0,0
4469,3286,0,0,0,0
4469,3286,0,0,0,0
4469,3286,0,0,0,0
4469,3286,0,0,0,0
4470,3286,0,0,0,0
4469,3285,0,0,0,0
4470,3285,0,0,0,0
4469,3285,0,0,0,0
4470,3285,0,0,0,0
4469,3286,0,0,0,0
4469,3286,0,0,0,0
4469,3286,0,0,0,0
4469,3286,0,0,0,0
4470,3285,0,0,0,0
4469,3286,0,0,0,0
4469,3286,0,0,0,0
4470,3286,0,0,0,0
4470,3286,0,0,0,0
4469,3286,0,0,0,0
4469,3286,0,0,0,0
4469,3286,0,0,0,0
4469,3286,0,0,0,0
4469,3286,0,0,0,0
4469,3286,0,0,0,0
4469,3286,0,0,0,0
4469,3286,0,0,0,0
4469,3285,0,0,0,0
4469,3286,0,0,0,0
4469,3286,0,0,0,0
4469,3286,0,0,0,0
4468,3286,0,0,0,0
4468,3285,0,0,0,0
4468,3285,0,0,0,0
4468,3285,0,0,0,0
4468,3285,0,0,0,0
4468,3285,0,0,0,0
4468,3285,0,0,0,0
4468,3285,0,0,0,0
4469,3284,0,0,0,0
4468,3285,0,0,0,0
4468,3284,0,0,0,0
4468,3285,0,0,0,0
4468,3285,0,0,0,0
4468,3284,0,0,0,0
4468,3285,0,0,0,0
4468,3286,0,0,0,0
4468,3286,0,0,0,0
4468,3285,0,0,0,0
4468,3285,0,0,0,0
4468,3284,0,0,0,0
4468,3285,0,0,0,0
4468,3285,0,0,0,0
4468,3284,0,0,0,0
4467,3284,0,0,0,0
4468,3285,0,0,0,0
4468,3285,0,0,0,0
4468,3285,0,0,0,0
4468,3286,0,0,0,0
4468,3284,0,0,0,0
4468,3284,0,0,0,0
4468,3285,0,0,0,0
4468,3285,0,0,0,0
4468,3286,0,0,0,0
4468,3286,0,0,0,0
4468,3286,0,0,0,0
4468,3286,0,0,0,0
4468,3285,0,0,0,0
4467,3284,0,0,0,0
4467,3285,0,0,0,0
4468,3286,0,0,0,0
4468,3286,0,0,0,0
4467,3286,0,0,0,0
4468,3286,0,0,0,0
4467,3286,0,0,0,0
4467,3286,0,0,0,0
4468,3285,0,0,0,0
4468,3285,0,0,0,0
4468,3285,0,0,0,0
4468,3285,0,0,0,0
4468,3285,0,0,0,0
4468,3285,0,0,0,0
4468,3284,0,0,0,0
4467,3284,0,0,0,0
4467,3283,0,0,0,0
4467,3283,0,0,0,0
4467,3283,0,0,0,0
4466,3283,0,0,0,0
4466,3283,0,0,0,0
4466,3282,0,0,0,0
4467,3282,0,0,0,0
4468,3282,0,0,0,0
4468,3281,0,0,0,0
4468,3279,0,0,0,0
4469,3279,0,0,0,0
4469,3279,0,0,0,0
4469,3280,0,0,0,0
4468,3279,0,0,0,0
4469,3279,0,0,0,0
4468,3279,0,0,0,0
4469,3279,0,0,0,0
4469,3280,0,0,0,0
4469,3280,0,0,0,0
4469,3280,0,0,0,0
4469,3280,0,0,0,0
4469,3281,0,0,0,0
4469,3281,0,0,0,0
4469,3281,0,0,0,0
4468,3282,0,0,0,0
4468,3282,0,0,0,0
4468,3282,0,0,0,0
4468,3281,0,0,0,0
4469,3281,0,0,0,0
4468,3281,0,0,0,0
4469,3282,0,0,0,0
4468,3282,0,0,0,0
4468,3282,0,0,0,0
4468,3282,0,0,0,0
4468,3282,0,0,0,0
4468,3282,0,0,0,0
4468,3282,0,0,0,0
4468,3281,0,0,0,0
4468,3282,0,0,0,0
4468,3282,0,0,0,0
4468,3281,0,0,0,0
4468,3282,0,0,0,0
4468,3282,0,0,0,0
4469,3283,0,0,0,0
4469,3282,0,0,0,0
4468,3282,0,0,0,0
4467,3283,0,0,0,0
4468,3282,0,0,0,0
4468,3282,0,0,0,0
4468,3282,0,0,0,0
4467,3283,0,0,0,0
4467,3282,0,0,0,0
4467,3283,0,0,0,0
4467,3283,0,0,0,0
4467,3283,0,0,0,0
4467,3283,0,0,0,0
4466,3284,0,0,0,0
4467,3283,0,0,0,0
4468,3282,0,0,0,0
4468,3281,0,0,0,0
4469,3280,0,0,0,0
4468,3280,0,0,0,0
4467,3279,0,0,0,0
4467,3278,0,0,0,0
4466,3277,0,0,0,0
4465,3276,0,0,0,0
4465,3275,0,0,0,0
4464,3277,0,0,0,0
4462,3276,0,0,0,0
4464,3277,0,0,0,0
4464,3275,0,0,0,0
4464,3275,0,0,0,0
4463,3274,0,0,0,0
4461,3272,0,0,0,0
4460,3271,0,0,0,0
4458,3270,0,0,0,0
4456,3269,0,0,0,0
4454,3269,0,0,0,0
4453,3269,0,0,0,0
4451,3269,0,0,0,0
4450,3269,0,0,0,0
4450,3269,0,0,0,0
4451,3269,0,0,0,0
4451,3269,0,0,0,0
4450,3269,0,0,0,0
4450,3271,0,0,0,0
4449,3272,0,0,0,0
4448,3273,0,0,0,0
4447,3274,0,0,0,0
4447,3273,0,0,0,0
4446,3273,0,0,0,0
4445,3274,0,0,0,0
4444,3274,0,0,0,0
4444,3275,0,0,0,0
4443,3275,0,0,0,0
4442,3276,0,0,0,0
4440,3277,0,0,0,0
4439,3277,0,0,0,0
4439,3278,0,0,0,0
4438,3277,0,0,0,0
4439,3278,0,0,0,0
4438,3278,0,0,0,0
4439,3278,0,0,0,0
4439,3279,0,0,0,0
4438,3280,0,0,0,0
4438,3281,0,0,0,0
4437,3282,0,0,0,0
4438,3282,0,0,0,0
4438,3281,0,0,0,0
4437,3281,0,0,0,0
4435,3281,0,0,0,0
4435,3281,0,0,0,0
4433,3282,0,0,0,0
4432,3283,0,0,0,0
4430,3284,0,0,0,0
4429,3284,0,0,0,0
4428,3284,0,0,0,0
4427,3284,0,0,0,0
4427,3284,0,0,0,0
4427,3283,0,0,0,0
4427,3284,0,0,0,0
4427,3283,0,0,0,0
4427,3283,0,0,0,0
4426,3284,0,0,0,0
4427,3284,0,0,0,0
4426,3284,0,0,0,0
4426,3284,0,0,0,0
4425,3284,0,0,0,0
4426,3284,0,0,0,0
4426,3284,0,0,0,0
4427,3284,0,0,0,0
4427,3286,0,0,0,0
4426,3287,0,0,0,0
4427,3289,0,0,0,0
4427,3290,0,0,0,0
4427,3292,0,0,0,0
4426,3294,0,0,0,0
4425,3296,0,0,0,0
4423,3298,0,0,0,0
4423,3300,0,0,0,0
4423,3302,0,0,0,0
4422,3301,0,0,0,0
4421,3301,0,0,0,0
4420,3303,0,0,0,0
4419,3303,0,0,0,0
4420,3304,0,0,0,0
4421,3304,0,0,0,0
4421,3304,0,0,0,0
4420,3304,0,0,0,0
4419,3305,0,0,0,0
4417,3305,0,0,0,0
4416,3308,0,0,0,0
4415,3309,0,0,0,0
4414,3310,0,0,0,0
4413,3311,0,0,0,0
4413,3312,0,0,0,0
4413,3313,0,0,0,0
4412,3313,0,0,0,0
4412,3314,0,0,0,0
4412,3315,0,0,0,0
4411,3317,0,0,0,0
4410,3317,0,0,0,0
4410,3317,0,0,0,0
4409,3320,0,0,0,0
4409,3323,0,0,0,0
4410,3322,0,0,0,0
4411,3321,0,0,0,0
4412,3320,0,0,0,0
4410,3321,0,0,0,0
4409,3323,0,0,0,0
4406,3323,0,0,0,0
4403,3323,0,0,0,0
4401,3323,0,0,0,0
4399,3322,1,0,0,0
4396,3322,1,0,0,0
4396,3323,1,0,0,0
4398,3323,1,0,0,0
4399,3321,1,0,0,0
4400,3321,1,0,0,0
4402,3320,1,0,0,0
4404,3321,1,0,0,0
4406,3320,1,0,0,1
4408,3321,1,0,0,1
4410,3321,1,0,0,1
4413,3320,1,0,0,1
4414,3320,1,0,0,1
4412,3320,1,0,0,1
4409,3321,1,0,0,1
4409,3322,1,0,0,1
4408,3324,1,0,0,1
4409,3322,1,0,0,1
4410,3322,1,0,0,1
4411,3322,1,0,0,1
4412,3322,1,0,0,1
4414,3322,1,0,0,1
4415,3321,1,0,0,1
4416,3321,1,0,0,1
4413,3320,1,0,0,1
4411,3320,1,0,0,1
4411,3320,1,0,0,1
4410,3322,1,0,0,1
4410,3320,1,0,0,1
4411,3321,1,0,0,1
4411,3321,1,0,0,1
4409,3322,1,0,0,1
4407,3320,1,0,0,1
4408,3318,1,0,0,1
4409,3317,1,0,0,1
4409,3315,1,0,0,1
4410,3314,1,0,0,1
4411,3313,1,0,0,1
4412,3313,1,0,0,1
4412,3312,1,0,0,1
4412,3309,1,0,0,1
4413,3310,1,0,0,1
4413,3310,1,0,0,1
4414,3310,1,0,0,1
4416,3311,1,0,0,1
4415,3311,1,0,0,1
4416,3311,1,0,0,1
4416,3311,1,0,0,1
4416,3310,1,0,0,1
4416,3310,1,0,0,1
4416,3310,1,0,0,1
4416,3311,1,0,0,1
4416,3310,1,0,0,1
4414,3311,1,0,0,1
4412,3310,1,0,0,1
4412,3312,1,0,0,1
4412,3313,1,0,0,1
4413,3314,1,0,0,1
4413,3315,1,0,0,1
4412,3318,1,0,0,1
4413,3321,1,0,0,1
4412,3319,1,0,0,1
4413,3317,1,0,0,1
4413,3318,1,0,0,1
4412,3317,1,0,0,1
4411,3317,1,0,0,1
4410,3317,1,0,0,1
4409,3316,1,0,0,1
4407,3314,1,0,0,1
4407,3314,1,0,0,1
4406,3314,1,0,0,1
4406,3314,1,0,0,1
4407,3316,1,0,0,1
4407,3316,1,0,0,1
4406,3318,1,0,0,1
4406,3318,1,0,0,1
4406,3318,1,0,0,1
4405,3317,1,0,0,1
4405,3316,1,0,0,1
4405,3315,1,0,0,1
4406,3315,1,0,0,1
4407,3315,1,0,0,1
4407,3314,1,0,0,1
4407,3314,1,0,0,1
4407,3314,1,0,0,1
4408,3314,1,0,0,1
4408,3313,1,0,0,1
4409,3312,1,0,0,1
4409,3312,1,0,0,1
4411,3313,1,0,0,1
4412,3313,1,0,0,1
4412,3313,1,0,0,1
4412,3312,1,0,0,1
4413,3311,1,0,0,1
4414,3311,1,0,0,1
4414,3311,1,0,0,1
4415,3310,1,0,0,1
4416,3309,1,0,0,1
4416,3308,1,0,0,1
4417,3308,1,0,0,1
4418,3308,1,0,0,1
4418,3307,1,0,0,1
4419,3307,1,0,0,1
4420,3306,1,0,0,1
4420,3306,1,0,0,1
4420,3305,1,0,0,1
4420,3303,1,0,0,1
4419,3300,1,0,0,1
4418,3297,1,0,0,1
4421,3297,1,0,0,1
4421,3297,1,0,0,1
4420,3298,1,0,0,1
4420,3297,1,0,0,1
4419,3297,1,0,0,1
4420,3296,1,0,0,1
4419,3297,1,0,0,1
4419,3296,1,0,0,1
4419,3296,1,0,0,1
4419,3297,1,0,0,1
4420,3297,1,0,0,1
4421,3297,1,0,0,1
4419,3297,1,0,0,1
4420,3296,1,0,0,1
4419,3296,1,0,0,1
4418,3297,1,0,0,1
4415,3297,1,0,0,1
4413,3296,1,0,0,1
4412,3293,1,0,0,1
4412,3294,1,0,0,1
4410,3294,1,0,0,1
4408,3295,1,0,0,1
4407,3296,1,0,0,1
4405,3296,1,0,0,1
4401,3295,1,0,0,1
4401,3294,1,0,0,1
4402,3295,1,0,0,1
4402,3295,1,0,0,1
4402,3295,1,0,0,1
4402,3294,1,0,0,1
4402,3295,1,0,0,1
4402,3295,1,0,0,1
4402,3294,1,0,0,1
4402,3294,1,0,0,1
4402,3294,1,0,0,1
4402,3294,1,0,0,1
4402,3294,1,0,0,1
4402,3294,1,0,0,1
4402,3294,1,0,0,1
4401,3292,1,0,0,1
4402,3293,1,0,0,1
4403,3292,1,0,0,1
4405,3291,1,0,0,1
4407,3291,1,0,0,1
4409,3291,1,0,0,1
4410,3291,1,0,0,1
4410,3292,1,0,0,1
4412,3292,1,0,0,1
4412,3293,1,0,0,1
4412,3293,1,0,0,1
4413,3294,1,0,0,1
4413,3293,1,0,0,1
4412,3293,1,0,0,1
4413,3293,1,0,0,1
4413,3293,1,0,0,1
4414,3294,1,0,0,1
4414,3294,1,0,0,1
4414,3295,1,0,0,1
4416,3295,1,0,0,1
4346,3322,1,0,0,1
4346,3322,1,0,0,1
4347,3322,1,0,0,1
4346,3323,1,0,0,1
4346,3324,1,0,0,1
4346,3325,1,0,0,1
4346,3325,1,0,0,1
4347,3325,1,0,0,1
4347,3325,1,0,0,1
4348,3325,1,0,0,1
4348,3325,1,0,0,1
4349,3325,1,0,0,1
4350,3325,1,0,0,1
4350,3325,1,0,0,1
4350,3325,1,0,0,1
4350,3326,1,0,0,1
4351,3327,1,0,0,1
4351,3327,1,0,0,1
4352,3327,1,0,0,1
4352,3326,1,0,0,1
4353,3326,1,0,0,1
4354,3326,1,0,0,1
4354,3326,1,0,0,1
4355,3326,1,0,0,1
4355,3326,1,0,0,1
4355,3326,1,0,0,1
4356,3327,1,0,0,1
4356,3327,1,0,0,1
4356,3326,1,0,0,1
4356,3327,1,0,0,1
4356,3327,1,0,0,1
4356,3327,1,0,0,1
4356,3328,1,0,0,1
4357,3328,1,0,0,1
4357,3328,1,0,0,1
4357,3327,1,0,0,1
4357,3328,1,0,0,1
4357,3329,1,0,0,1
4358,3328,1,0,0,1
4359,3327,1,0,0,1
4359,3326,1,0,0,1
4359,3327,1,0,0,1
4359,3327,1,0,0,1
4360,3327,1,0,0,1
4360,3327,1,0,0,1
4361,3327,1,0,0,1
4360,3328,1,0,0,1
4361,3328,1,0,0,1
4362,3327,1,0,0,1
4361,3328,1,0,0,1
4362,3328,1,0,0,1
4362,3329,1,0,0,1
4362,3329,1,0,0,1
4363,3329,1,0,0,1
4363,3327,1,0,0,1
4363,3328,1,0,0,1
4363,3329,1,0,0,1
4363,3328,1,0,0,1
4363,3328,1,0,0,1
4363,3329,1,0,0,1
4363,3329,1,0,0,1
4363,3329,1,0,0,1
4362,3328,1,0,0,1
4362,3329,1,0,0,1
4361,3330,1,0,0,1
4361,3332,1,0,0,1
4360,3332,1,0,0,1
4360,3332,1,0,0,1
4360,3332,1,0,0,1
4360,3331,1,0,0,1
4361,3331,1,0,0,1
4362,3331,1,0,0,1
4361,3330,1,0,0,1
4361,3330,1,0,0,1
4362,3329,1,0,0,1
4362,3329,1,0,0,1
4363,3329,1,0,0,1
4363,3328,1,0,0,1
4364,3328,1,0,0,1
4365,3327,1,0,0,1
4365,3327,1,0,0,1
4366,3327,1,0,0,1
4366,3326,1,0,0,1
4367,3326,1,0,0,1
4367,3326,1,0,0,1
4367,3324,1,0,0,1
4369,3324,1,0,0,1
4370,3323,1,0,0,1
4370,3323,1,0,0,1
4371,3322,1,0,0,1
4372,3321,1,0,0,1
4372,3320,1,0,0,1
4373,3320,1,0,0,1
4374,3320,1,0,0,1
4375,3319,1,0,0,1
4376,3318,1,0,0,1
4376,3317,1,0,0,1
4377,3316,1,0,0,1
4378,3316,1,0,0,1
4378,3314,1,0,0,1
4284,3312,1,0,0,1
4284,3313,1,0,0,1
4285,3313,1,0,0,1
4285,3312,1,0,0,1
4286,3312,1,0,0,1
4286,3312,1,0,0,1
4287,3311,1,0,0,1
4288,3311,1,0,0,1
4288,3310,1,0,0,1
4288,3311,1,0,0,1
4289,3310,1,0,0,1
4289,3310,1,0,0,1
4290,3311,1,0,0,1
4291,3311,1,0,0,1
4291,3311,1,0,0,1
4292,3310,1,0,0,1
4292,3310,1,0,0,1
4293,3309,1,0,0,1
4293,3308,1,0,0,1
4294,3307,1,0,0,1
4295,3307,1,0,0,1
4295,3306,1,0,0,1
4295,3306,1,0,0,1
4296,3306,1,0,0,1
4297,3306,1,0,0,1
4297,3305,1,0,0,1
4298,3306,1,0,0,1
4298,3306,1,0,0,1
4299,3306,1,0,0,1
4299,3305,1,0,0,1
4299,3305,1,0,0,1
4299,3304,1,0,0,1
4300,3305,1,0,0,1
4300,3305,1,0,0,1
4300,3304,1,0,0,1
4300,3305,1,0,0,1
4300,3303,1,0,0,1
4300,3304,1,0,0,1
4300,3302,1,0,0,1
4300,3302,1,0,0,1
4300,3302,1,0,0,1
4300,3303,1,0,0,1
4300,3305,1,0,0,1
4300,3304,1,0,0,1
4300,3304,1,0,0,1
4299,3303,1,0,0,1
4299,3303,1,0,0,1
4299,3303,1,0,0,1
4299,3302,1,0,0,1
4299,3303,1,0,0,1
4299,3303,1,0,0,1
4299,3303,1,0,0,1
4299,3304,1,0,0,1
4298,3305,1,0,0,1
4298,3304,1,0,0,1
4298,3305,1,0,0,1
4298,3305,1,0,0,1
4297,3305,1,0,0,1
4297,3306,1,0,0,1
4296,3306,1,0,0,1
4296,3307,1,0,0,1
4296,3307,1,0,0,1
4295,3309,1,0,0,1
4295,3309,1,0,0,1
4294,3309,1,0,0,1
4294,3309,1,0,0,1
4294,3309,1,0,0,1
4293,3309,1,0,0,1
4293,3309,1,0,0,1
4293,3309,1,0,0,1
4292,3309,1,0,0,1
4292,3309,1,0,0,1
4292,3310,1,0,0,1
4292,3311,1,0,0,1
4291,3311,1,0,0,1
4291,3310,1,0,0,1
4290,3310,1,0,0,1
4290,3310,1,0,0,1
4290,3308,1,0,0,1
4290,3307,1,0,0,1
4289,3307,1,0,0,1
4289,3308,1,0,0,1
4289,3306,1,0,0,1
4288,3306,1,0,0,1
4288,3306,1,0,0,1
4288,3306,1,0,0,1
4288,3307,1,0,0,1
4288,3306,1,0,0,1
4288,3306,1,0,0,1
4287,3306,1,0,0,1
4287,3306,1,0,0,1
4287,3306,1,0,0,1
4287,3306,1,0,0,1
4287,3306,1,0,0,1
4286,3306,1,0,0,1
4286,3307,1,0,0,1
4286,3307,1,0,0,1
4286,3310,1,0,0,1
4286,3312,1,0,0,1
4286,3312,1,0,0,1
4385,3353,1,0,0,1
4385,3353,1,0,0,1
4385,3352,1,0,0,1
4385,3351,1,0,0,1
4385,3352,1,0,0,1
4384,3352,1,0,0,1
4384,3352,1,0,0,1
4384,3351,1,0,0,1
4384,3351,1,0,0,1
4384,3350,1,0,0,1
4384,3351,1,0,0,1
4384,3352,1,0,0,1
4384,3352,1,0,0,1
4384,3352,1,0,0,1
4384,3352,1,0,0,1
4383,3352,1,0,0,1
4383,3351,1,0,0,1
4383,3351,1,0,0,1
4383,3351,1,0,0,1
4382,3352,1,0,0,1
4382,3352,1,0,0,1
4382,3352,1,0,0,1
4382,3352,1,0,0,1
4381,3352,1,0,0,1
4381,3352,1,0,0,1
4381,3352,1,0,0,1
4381,3352,1,0,0,1
4380,3352,1,0,0,1
4380,3352,1,0,0,1
4380,3353,1,0,0,1
4379,3352,1,0,0,1
4379,3351,1,0,0,1
4379,3351,1,0,0,1
4379,3351,1,0,0,1
4378,3351,1,0,0,1
4378,3352,1,0,0,1
4378,3352,1,0,0,1
4378,3352,1,0,0,1
4378,3352,1,0,0,1
4377,3352,1,0,0,1
4377,3351,1,0,0,1
4376,3351,1,0,0,1
4376,3351,1,0,0,1
4376,3352,1,0,0,1
4376,3351,1,0,0,1
4376,3351,1,0,0,1
4375,3351,1,0,0,1
4375,3352,1,0,0,1
4375,3352,1,0,0,1
4375,3353,1,0,0,1
4375,3352,1,0,0,1
4375,3352,1,0,0,1
4374,3352,1,0,0,1
4374,3352,1,0,0,1
4374,3352,1,0,0,1
4374,3353,1,0,0,1
4374,3353,1,0,0,1
4374,3353,1,0,0,1
4374,3353,1,0,0,1
4374,3353,1,0,0,1
4374,3353,1,0,0,1
4374,3354,1,0,0,1
4374,3354,1,0,0,1
4374,3357,1,0,0,1
4374,3358,1,0,0,1
4375,3359,1,0,0,1
4375,3359,1,0,0,1
4375,3359,1,0,0,1
4375,3360,1,0,0,1
4375,3360,1,0,0,1
4375,3360,1,0,0,1
4374,3359,1,0,0,1
4376,3359,1,0,0,1
4374,3360,1,0,0,1
4375,3360,1,0,0,1
4375,3360,1,0,0,1
4374,3360,1,0,0,1
4374,3360,1,0,0,1
4374,3359,1,0,0,1
4374,3360,1,0,0,1
